,to,to_rounded,to_location,from_haven,trip_ID,vessel_mmsi,geometry
26294,2023-01-12 22:47:06+00:00,2023-01-12 22:00:00+00:00,"[4.08141, 51.97821]",EURO,15065,636022158,POINT (4.08141 51.97821)
26295,2023-01-12 22:47:18+00:00,2023-01-12 22:00:00+00:00,"[4.08141, 51.97821]",EURO,15065,636022158,POINT (4.08141 51.97821)
26314,2023-01-13 01:59:55+00:00,2023-01-13 01:00:00+00:00,"[4.08789, 51.9693]",EURO,15076,255806490,POINT (4.08789 51.9693)
26315,2023-01-13 01:59:58+00:00,2023-01-13 01:00:00+00:00,"[4.08789, 51.9693]",EURO,15076,255806490,POINT (4.08789 51.9693)
26316,2023-01-13 02:40:13+00:00,2023-01-13 01:00:00+00:00,"[4.32496, 51.89415]",2PET,15077,538010127,POINT (4.32496 51.89415)
26317,2023-01-13 02:40:17+00:00,2023-01-13 02:00:00+00:00,"[4.32496, 51.89415]",2PET,15077,538010127,POINT (4.32496 51.89415)
26318,2023-01-13 02:55:21+00:00,2023-01-13 01:00:00+00:00,"[4.08847, 51.97323]",AMALIA,15078,248432000,POINT (4.08847 51.97323)
26319,2023-01-13 03:00:22+00:00,2023-01-13 01:00:00+00:00,"[4.07042, 51.98207]",AMALIA,15078,248432000,POINT (4.07042 51.98207)
26320,2023-01-13 03:15:06+00:00,2023-01-13 03:00:00+00:00,"[4.19468, 51.93172]",7PET,15079,209387000,POINT (4.19468 51.93172)
26321,2023-01-13 03:10:38+00:00,2023-01-13 02:00:00+00:00,"[4.20435, 51.92619]",7PET,15079,209387000,POINT (4.20435 51.92619)
26326,2023-01-13 03:21:18+00:00,2023-01-13 03:00:00+00:00,"[4.47178, 51.90157]",NMSTAD,15083,304011026,POINT (4.47178 51.90157)
26335,2023-01-13 05:27:21+00:00,2023-01-13 05:00:00+00:00,"[4.08661, 51.96311]",MISS,15088,538008749,POINT (4.08661 51.96311)
26336,2023-01-13 05:27:19+00:00,2023-01-13 05:00:00+00:00,"[4.08661, 51.96311]",MISS,15088,538008749,POINT (4.08661 51.96311)
26350,2023-01-13 07:23:17+00:00,2023-01-13 07:00:00+00:00,"[4.30883, 51.88415]",3PET,15097,244530000,POINT (4.30883 51.88415)
26363,2023-01-13 10:55:02+00:00,2023-01-13 11:00:00+00:00,"[4.30007, 51.89508]",3PET,15106,563483000,POINT (4.30007 51.89508)
26364,2023-01-13 10:54:54+00:00,2023-01-13 10:00:00+00:00,"[4.30007, 51.89508]",3PET,15106,563483000,POINT (4.30007 51.89508)
26369,2023-01-13 11:39:18+00:00,2023-01-13 11:00:00+00:00,"[4.30409, 51.89615]",1PET,15109,636019638,POINT (4.30409 51.89615)
26370,2023-01-13 13:20:16+00:00,2023-01-13 12:00:00+00:00,"[4.06326, 51.96354]",AMALIA,15110,255775000,POINT (4.06326 51.96354)
26371,2023-01-13 13:40:40+00:00,2023-01-13 13:00:00+00:00,"[4.16872, 51.94499]",7PET,15111,538007535,POINT (4.16872 51.94499)
26372,2023-01-13 13:30:41+00:00,2023-01-13 13:00:00+00:00,"[4.19672, 51.93064]",7PET,15111,538007535,POINT (4.19672 51.93064)
26377,2023-01-13 14:00:52+00:00,2023-01-13 12:00:00+00:00,"[4.05703, 51.96603]",AMALIA,15114,636092711,POINT (4.05703 51.96603)
26378,2023-01-13 14:05:51+00:00,2023-01-13 12:00:00+00:00,"[4.07292, 51.96177]",AMALIA,15114,636092711,POINT (4.07292 51.96177)
26386,2023-01-13 15:27:19+00:00,2023-01-13 15:00:00+00:00,"[4.20789, 51.92185]",7PET,15119,311000576,POINT (4.20789 51.92185)
26391,2023-01-13 16:13:13+00:00,2023-01-13 14:00:00+00:00,"[4.0769, 51.97965]",AMALIA,15122,219136000,POINT (4.0769 51.97965)
26392,2023-01-13 16:02:58+00:00,2023-01-13 15:00:00+00:00,"[4.07288, 51.96162]",AMALIA,15122,219136000,POINT (4.07288 51.96162)
26394,2023-01-13 16:02:55+00:00,2023-01-13 15:00:00+00:00,"[4.20212, 51.92792]",BRITH,15124,248744000,POINT (4.20212 51.92792)
26398,2023-01-13 18:19:53+00:00,2023-01-13 18:00:00+00:00,"[4.22138, 51.916]",BRITH,15127,232045761,POINT (4.22138 51.916)
26403,2023-01-13 19:10:39+00:00,2023-01-13 18:00:00+00:00,"[4.29251, 51.89711]",STLAU,15130,356237000,POINT (4.29251 51.89711)
26404,2023-01-13 19:10:31+00:00,2023-01-13 18:00:00+00:00,"[4.29251, 51.89711]",STLAU,15130,356237000,POINT (4.29251 51.89711)
26405,2023-01-13 19:10:47+00:00,2023-01-13 18:00:00+00:00,"[4.14397, 51.95724]",7PET,15131,373095000,POINT (4.14397 51.95724)
26406,2023-01-13 19:15:52+00:00,2023-01-13 18:00:00+00:00,"[4.12856, 51.96438]",7PET,15131,373095000,POINT (4.12856 51.96438)
26408,2023-01-13 19:35:50+00:00,2023-01-13 18:00:00+00:00,"[4.19004, 51.93403]",BRITH,15133,249673000,POINT (4.19004 51.93403)
26409,2023-01-13 19:31:13+00:00,2023-01-13 18:00:00+00:00,"[4.20088, 51.92829]",BRITH,15133,249673000,POINT (4.20088 51.92829)
26413,2023-01-13 20:16:38+00:00,2023-01-13 20:00:00+00:00,"[4.30463, 51.89289]",3PET,15136,374402000,POINT (4.30463 51.89289)
26414,2023-01-13 20:16:38+00:00,2023-01-13 20:00:00+00:00,"[4.30463, 51.89289]",3PET,15136,374402000,POINT (4.30463 51.89289)
26420,2023-01-13 20:46:58+00:00,2023-01-13 20:00:00+00:00,"[4.13152, 51.96256]",4PET,15139,636092659,POINT (4.13152 51.96256)
26421,2023-01-13 20:56:59+00:00,2023-01-13 20:00:00+00:00,"[4.10463, 51.97263]",4PET,15139,636092659,POINT (4.10463 51.97263)
26422,2023-01-13 21:17:12+00:00,2023-01-13 19:00:00+00:00,"[4.0873, 51.96867]",YANG,15140,477397800,POINT (4.0873 51.96867)
26423,2023-01-13 21:17:20+00:00,2023-01-13 19:00:00+00:00,"[4.0873, 51.96867]",YANG,15140,477397800,POINT (4.0873 51.96867)
26424,2023-01-13 21:17:13+00:00,2023-01-13 21:00:00+00:00,"[4.38924, 51.89715]",MERWE,15141,477900400,POINT (4.38924 51.89715)
26425,2023-01-13 21:22:17+00:00,2023-01-13 21:00:00+00:00,"[4.37, 51.89939]",MERWE,15141,477900400,POINT (4.37 51.89939)
26426,2023-01-13 21:05:50+00:00,2023-01-13 20:00:00+00:00,"[4.38874, 51.89718]",WAAL,15142,538008028,POINT (4.38874 51.89718)
26427,2023-01-13 21:01:50+00:00,2023-01-13 20:00:00+00:00,"[4.40943, 51.89982]",WAAL,15142,538008028,POINT (4.40943 51.89982)
26440,2023-01-13 23:03:27+00:00,2023-01-13 23:00:00+00:00,"[4.31516, 51.89546]",NMBOT,15150,305209000,POINT (4.31516 51.89546)
26441,2023-01-13 23:33:43+00:00,2023-01-13 23:00:00+00:00,"[4.05012, 51.96715]",AMALIA,15151,477634900,POINT (4.05012 51.96715)
26442,2023-01-13 23:43:45+00:00,2023-01-13 23:00:00+00:00,"[4.08293, 51.9634]",AMALIA,15151,477634900,POINT (4.08293 51.9634)
26447,2023-01-14 00:03:55+00:00,2023-01-13 23:00:00+00:00,"[4.06772, 51.98306]",PET8,15153,538006204,POINT (4.06772 51.98306)
26448,2023-01-13 23:58:50+00:00,2023-01-13 23:00:00+00:00,"[4.08362, 51.97663]",PET8,15153,538006204,POINT (4.08362 51.97663)
26451,2023-01-14 01:24:56+00:00,2023-01-14 01:00:00+00:00,"[4.08811, 51.96605]",6PET,15155,248374000,POINT (4.08811 51.96605)
26452,2023-01-14 01:09:50+00:00,2023-01-14 00:00:00+00:00,"[4.36291, 51.89953]",WAAL,15156,255870000,POINT (4.36291 51.89953)
26453,2023-01-14 01:04:44+00:00,2023-01-14 00:00:00+00:00,"[4.07577, 51.97927]",EURO,15157,370894000,POINT (4.07577 51.97927)
26454,2023-01-14 01:04:41+00:00,2023-01-14 00:00:00+00:00,"[4.07577, 51.97927]",EURO,15157,370894000,POINT (4.07577 51.97927)
26455,2023-01-14 01:04:47+00:00,2023-01-14 00:00:00+00:00,"[4.08744, 51.96782]",AMAZ,15158,636092680,POINT (4.08744 51.96782)
26456,2023-01-14 01:05:58+00:00,2023-01-14 00:00:00+00:00,"[4.08822, 51.97057]",AMAZ,15158,636092680,POINT (4.08822 51.97057)
26463,2023-01-14 03:05:14+00:00,2023-01-14 03:00:00+00:00,"[4.34169, 51.89602]",NMBOT,15162,636019962,POINT (4.34169 51.89602)
26464,2023-01-14 03:05:07+00:00,2023-01-14 02:00:00+00:00,"[4.34169, 51.89602]",NMBOT,15162,636019962,POINT (4.34169 51.89602)
26472,2023-01-14 04:16:38+00:00,2023-01-14 04:00:00+00:00,"[4.29974, 51.89577]",3PET,15166,215867000,POINT (4.29974 51.89577)
26475,2023-01-14 04:47:05+00:00,2023-01-14 04:00:00+00:00,"[4.04571, 51.9905]",EURO,15168,371753000,POINT (4.04571 51.9905)
26476,2023-01-14 04:37:03+00:00,2023-01-14 04:00:00+00:00,"[4.08573, 51.97234]",EURO,15168,371753000,POINT (4.08573 51.97234)
26484,2023-01-14 07:39:18+00:00,2023-01-14 07:00:00+00:00,"[4.12452, 51.96615]",CK7PET,15174,563098500,POINT (4.12452 51.96615)
26485,2023-01-14 07:24:09+00:00,2023-01-14 07:00:00+00:00,"[4.17278, 51.94258]",7PET,15174,563098500,POINT (4.17278 51.94258)
26494,2023-01-14 08:25:01+00:00,2023-01-14 07:00:00+00:00,"[4.14099, 51.95783]",CKVTTI,15180,566549000,POINT (4.14099 51.95783)
26495,2023-01-14 08:35:01+00:00,2023-01-14 07:00:00+00:00,"[4.10022, 51.97364]",CKVTTI,15180,566549000,POINT (4.10022 51.97364)
26500,2023-01-14 09:10:40+00:00,2023-01-14 09:00:00+00:00,"[4.12546, 51.963]",BENE,15184,230917000,POINT (4.12546 51.963)
26501,2023-01-14 09:05:39+00:00,2023-01-14 09:00:00+00:00,"[4.15257, 51.95286]",CKVTTI,15185,538005413,POINT (4.15257 51.95286)
26502,2023-01-14 09:05:35+00:00,2023-01-14 09:00:00+00:00,"[4.15257, 51.95286]",CKVTTI,15185,538005413,POINT (4.15257 51.95286)
26504,2023-01-14 09:46:19+00:00,2023-01-14 09:00:00+00:00,"[4.17819, 51.94]",CKVTTI,15187,636018831,POINT (4.17819 51.94)
26505,2023-01-14 09:46:21+00:00,2023-01-14 09:00:00+00:00,"[4.17819, 51.94]",CKVTTI,15187,636018831,POINT (4.17819 51.94)
26510,2023-01-14 10:21:34+00:00,2023-01-14 10:00:00+00:00,"[4.18912, 51.93386]",7PET,15191,311001106,POINT (4.18912 51.93386)
26511,2023-01-14 10:21:30+00:00,2023-01-14 10:00:00+00:00,"[4.18912, 51.93386]",7PET,15191,311001106,POINT (4.18912 51.93386)
26518,2023-01-14 11:18:29+00:00,2023-01-14 11:00:00+00:00,"[4.16033, 51.94905]",7PET,15197,563074600,POINT (4.16033 51.94905)
26519,2023-01-14 11:13:21+00:00,2023-01-14 10:00:00+00:00,"[4.17104, 51.94359]",7PET,15197,563074600,POINT (4.17104 51.94359)
26526,2023-01-14 12:44:26+00:00,2023-01-14 12:00:00+00:00,"[4.12743, 51.9641]",CKVTTI,15201,257071620,POINT (4.12743 51.9641)
26531,2023-01-14 14:20:20+00:00,2023-01-14 13:00:00+00:00,"[4.08188, 51.95432]",AMAZ,15205,212748000,POINT (4.08188 51.95432)
26532,2023-01-14 14:20:21+00:00,2023-01-14 13:00:00+00:00,"[4.21445, 51.92101]",BRITH,15206,441302000,POINT (4.21445 51.92101)
26533,2023-01-14 14:20:13+00:00,2023-01-14 13:00:00+00:00,"[4.21445, 51.92101]",BRITH,15206,441302000,POINT (4.21445 51.92101)
26534,2023-01-14 14:25:21+00:00,2023-01-14 14:00:00+00:00,"[4.2813, 51.90029]",BOTL,15207,258028000,POINT (4.2813 51.90029)
26535,2023-01-14 14:25:24+00:00,2023-01-14 13:00:00+00:00,"[4.2813, 51.90029]",BOTL,15207,258028000,POINT (4.2813 51.90029)
26540,2023-01-14 15:01:20+00:00,2023-01-14 14:00:00+00:00,"[4.08302, 51.97565]",AMAZ,15210,212752000,POINT (4.08302 51.97565)
26542,2023-01-14 15:11:06+00:00,2023-01-14 14:00:00+00:00,"[4.07536, 51.98018]",EURO,15212,255806489,POINT (4.07536 51.98018)
26543,2023-01-14 15:01:18+00:00,2023-01-14 14:00:00+00:00,"[4.0789, 51.96208]",EURO,15212,255806489,POINT (4.0789 51.96208)
26545,2023-01-14 15:31:28+00:00,2023-01-14 15:00:00+00:00,"[4.34414, 51.89636]",NMBOT,15214,538010132,POINT (4.34414 51.89636)
26548,2023-01-14 16:47:20+00:00,2023-01-14 16:00:00+00:00,"[4.29631, 51.89653]",STLAU,15217,566046000,POINT (4.29631 51.89653)
26554,2023-01-14 18:08:26+00:00,2023-01-14 17:00:00+00:00,"[4.08195, 51.95317]",AMAZ,15222,431808000,POINT (4.08195 51.95317)
26555,2023-01-14 18:08:30+00:00,2023-01-14 17:00:00+00:00,"[4.08195, 51.95317]",AMAZ,15222,431808000,POINT (4.08195 51.95317)
26556,2023-01-14 18:13:25+00:00,2023-01-14 18:00:00+00:00,"[4.08358, 51.95846]",AMAZ,15222,431808000,POINT (4.08358 51.95846)
26557,2023-01-14 18:23:30+00:00,2023-01-14 18:00:00+00:00,"[4.15479, 51.95219]",7PET,15223,538007812,POINT (4.15479 51.95219)
26561,2023-01-14 19:18:52+00:00,2023-01-14 19:00:00+00:00,"[4.09696, 51.98126]",NW HVH,15226,246762000,POINT (4.09696 51.98126)
26563,2023-01-14 19:54:16+00:00,2023-01-14 19:00:00+00:00,"[4.06737, 51.98294]",EURO,15228,636021363,POINT (4.06737 51.98294)
26564,2023-01-14 19:49:12+00:00,2023-01-14 19:00:00+00:00,"[4.08575, 51.97207]",EURO,15228,636021363,POINT (4.08575 51.97207)
26568,2023-01-14 20:49:55+00:00,2023-01-14 21:00:00+00:00,"[4.05433, 51.96713]",YANG,15232,305575000,POINT (4.05433 51.96713)
26573,2023-01-14 21:50:09+00:00,2023-01-14 21:00:00+00:00,"[4.34743, 51.89698]",NMBOT,15236,319446000,POINT (4.34743 51.89698)
26574,2023-01-14 21:50:20+00:00,2023-01-14 21:00:00+00:00,"[4.34743, 51.89698]",NMBOT,15236,319446000,POINT (4.34743 51.89698)
26580,2023-01-14 22:30:58+00:00,2023-01-14 22:00:00+00:00,"[4.08767, 51.96317]",EURO,15240,305648000,POINT (4.08767 51.96317)
26585,2023-01-15 00:12:25+00:00,2023-01-14 23:00:00+00:00,"[4.08319, 51.97726]",AMAZ,15243,372218000,POINT (4.08319 51.97726)
26586,2023-01-15 00:07:30+00:00,2023-01-14 23:00:00+00:00,"[4.08846, 51.96728]",AMAZ,15243,372218000,POINT (4.08846 51.96728)
26591,2023-01-15 00:38:00+00:00,2023-01-15 00:00:00+00:00,"[4.17217, 51.9425]",7PET,15245,538007654,POINT (4.17217 51.9425)
26592,2023-01-15 00:37:59+00:00,2023-01-14 23:00:00+00:00,"[4.17217, 51.9425]",7PET,15245,538007654,POINT (4.17217 51.9425)
26595,2023-01-15 02:19:41+00:00,2023-01-15 01:00:00+00:00,"[4.30392, 51.89454]",BOTL,15247,563868000,POINT (4.30392 51.89454)
26596,2023-01-15 02:19:37+00:00,2023-01-15 01:00:00+00:00,"[4.30392, 51.89454]",BOTL,15247,563868000,POINT (4.30392 51.89454)
26597,2023-01-15 01:59:18+00:00,2023-01-15 01:00:00+00:00,"[4.08384, 51.9755]",EURO,15248,219100000,POINT (4.08384 51.9755)
26598,2023-01-15 01:54:20+00:00,2023-01-15 01:00:00+00:00,"[4.08701, 51.96797]",EURO,15248,219100000,POINT (4.08701 51.96797)
26603,2023-01-15 06:06:54+00:00,2023-01-15 05:00:00+00:00,"[4.29268, 51.89793]",CHEM,15251,353108000,POINT (4.29268 51.89793)
26604,2023-01-15 06:01:58+00:00,2023-01-15 05:00:00+00:00,"[4.30358, 51.89408]",CHEM,15251,353108000,POINT (4.30358 51.89408)
26610,2023-01-15 06:37:20+00:00,2023-01-15 06:00:00+00:00,"[4.29541, 51.89709]",2WH,15255,538005894,POINT (4.29541 51.89709)
26611,2023-01-15 06:35:59+00:00,2023-01-15 06:00:00+00:00,"[4.29541, 51.89709]",2WH,15255,538005894,POINT (4.29541 51.89709)
26612,2023-01-15 07:02:19+00:00,2023-01-15 06:00:00+00:00,"[4.08925, 51.96597]",AMAZ,15256,636021316,POINT (4.08925 51.96597)
26613,2023-01-15 07:22:58+00:00,2023-01-15 06:00:00+00:00,"[4.30435, 51.8954]",3PET,15257,257375000,POINT (4.30435 51.8954)
26614,2023-01-15 07:22:53+00:00,2023-01-15 06:00:00+00:00,"[4.30435, 51.8954]",3PET,15257,257375000,POINT (4.30435 51.8954)
26624,2023-01-15 08:24:03+00:00,2023-01-15 08:00:00+00:00,"[4.35403, 51.89802]",NMBOT,15264,255806384,POINT (4.35403 51.89802)
26626,2023-01-15 08:54:38+00:00,2023-01-15 08:00:00+00:00,"[4.35557, 51.89929]",EEMH,15266,236623000,POINT (4.35557 51.89929)
26633,2023-01-15 09:50:00+00:00,2023-01-15 09:00:00+00:00,"[4.13613, 51.96057]",7PET,15270,257998000,POINT (4.13613 51.96057)
26634,2023-01-15 09:39:53+00:00,2023-01-15 09:00:00+00:00,"[4.28588, 51.89864]",3PET,15271,356768000,POINT (4.28588 51.89864)
26635,2023-01-15 10:06:02+00:00,2023-01-15 08:00:00+00:00,"[4.08611, 51.97375]",MISS,15272,636019494,POINT (4.08611 51.97375)
26636,2023-01-15 10:04:59+00:00,2023-01-15 08:00:00+00:00,"[4.08728, 51.97159]",MISS,15272,636019494,POINT (4.08728 51.97159)
26637,2023-01-15 10:00:03+00:00,2023-01-15 10:00:00+00:00,"[4.36725, 51.89795]",2PET,15273,563049000,POINT (4.36725 51.89795)
26645,2023-01-15 11:56:18+00:00,2023-01-15 11:00:00+00:00,"[4.34828, 51.89778]",VULK,15279,277574000,POINT (4.34828 51.89778)
26646,2023-01-15 12:06:19+00:00,2023-01-15 12:00:00+00:00,"[4.29978, 51.89658]",VULK,15279,277574000,POINT (4.29978 51.89658)
26647,2023-01-15 11:46:19+00:00,2023-01-15 11:00:00+00:00,"[4.07366, 51.94926]",AMAZ,15280,255775000,POINT (4.07366 51.94926)
26648,2023-01-15 13:07:19+00:00,2023-01-15 13:00:00+00:00,"[4.32246, 51.88967]",1PET,15281,371737000,POINT (4.32246 51.88967)
26649,2023-01-15 13:02:12+00:00,2023-01-15 13:00:00+00:00,"[4.08272, 51.95154]",AMAZ,15282,304374000,POINT (4.08272 51.95154)
26664,2023-01-15 15:18:45+00:00,2023-01-15 15:00:00+00:00,"[4.12388, 51.96467]",ELBE,15292,538006106,POINT (4.12388 51.96467)
26665,2023-01-15 15:23:49+00:00,2023-01-15 14:00:00+00:00,"[4.11555, 51.96786]",ELBE,15292,538006106,POINT (4.11555 51.96786)
26670,2023-01-15 16:29:35+00:00,2023-01-15 16:00:00+00:00,"[4.20408, 51.92597]",7PET,15296,538009895,POINT (4.20408 51.92597)
26671,2023-01-15 16:29:30+00:00,2023-01-15 16:00:00+00:00,"[4.20408, 51.92597]",7PET,15296,538009895,POINT (4.20408 51.92597)
26672,2023-01-15 16:34:53+00:00,2023-01-15 16:00:00+00:00,"[4.21692, 51.91971]",BRITH,15297,249671000,POINT (4.21692 51.91971)
26675,2023-01-15 17:55:23+00:00,2023-01-15 16:00:00+00:00,"[4.1303, 51.96336]",BRITH,15299,248701000,POINT (4.1303 51.96336)
26676,2023-01-15 17:50:18+00:00,2023-01-15 16:00:00+00:00,"[4.14283, 51.9581]",BRITH,15299,248701000,POINT (4.14283 51.9581)
26681,2023-01-15 18:36:11+00:00,2023-01-15 18:00:00+00:00,"[4.07919, 51.96208]",YANG,15302,244850970,POINT (4.07919 51.96208)
26683,2023-01-15 19:11:17+00:00,2023-01-15 17:00:00+00:00,"[4.08204, 51.97641]",AMALIA,15304,228386800,POINT (4.08204 51.97641)
26684,2023-01-15 19:11:23+00:00,2023-01-15 17:00:00+00:00,"[4.08204, 51.97641]",AMALIA,15304,228386800,POINT (4.08204 51.97641)
26685,2023-01-15 19:11:23+00:00,2023-01-15 17:00:00+00:00,"[4.08204, 51.97641]",AMALIA,15304,228386800,POINT (4.08204 51.97641)
26689,2023-01-15 20:42:51+00:00,2023-01-15 20:00:00+00:00,"[4.30167, 51.895]",2WH,15308,636022072,POINT (4.30167 51.895)
26690,2023-01-15 20:42:59+00:00,2023-01-15 20:00:00+00:00,"[4.30167, 51.895]",2WH,15308,636022072,POINT (4.30167 51.895)
26694,2023-01-15 21:05:53+00:00,2023-01-15 19:00:00+00:00,"[4.06918, 51.96173]",EURO,15311,258028000,POINT (4.06918 51.96173)
26695,2023-01-15 21:03:30+00:00,2023-01-15 19:00:00+00:00,"[4.06918, 51.96173]",EURO,15311,258028000,POINT (4.06918 51.96173)
26697,2023-01-15 21:33:54+00:00,2023-01-15 21:00:00+00:00,"[4.07245, 51.96135]",EURO,15313,209141000,POINT (4.07245 51.96135)
26698,2023-01-15 21:34:00+00:00,2023-01-15 21:00:00+00:00,"[4.07245, 51.96135]",EURO,15313,209141000,POINT (4.07245 51.96135)
26699,2023-01-15 21:59:22+00:00,2023-01-15 20:00:00+00:00,"[4.0723, 51.98158]",AMALIA,15314,566955000,POINT (4.0723 51.98158)
26700,2023-01-15 21:54:20+00:00,2023-01-15 20:00:00+00:00,"[4.08682, 51.97334]",AMALIA,15314,566955000,POINT (4.08682 51.97334)
26701,2023-01-15 21:59:19+00:00,2023-01-15 20:00:00+00:00,"[4.0723, 51.98158]",AMALIA,15314,566955000,POINT (4.0723 51.98158)
26706,2023-01-15 22:24:53+00:00,2023-01-15 22:00:00+00:00,"[4.04257, 51.95857]",EURO,15316,636020349,POINT (4.04257 51.95857)
26707,2023-01-15 22:45:00+00:00,2023-01-15 22:00:00+00:00,"[4.08727, 51.96715]",EURO,15316,636020349,POINT (4.08727 51.96715)
26710,2023-01-15 23:10:01+00:00,2023-01-15 20:00:00+00:00,"[4.05618, 51.98623]",AMALIA,15318,219581000,POINT (4.05618 51.98623)
26711,2023-01-15 22:59:58+00:00,2023-01-15 20:00:00+00:00,"[4.08725, 51.97172]",AMALIA,15318,219581000,POINT (4.08725 51.97172)
26712,2023-01-15 22:59:58+00:00,2023-01-15 22:00:00+00:00,"[4.08725, 51.97172]",AMALIA,15318,219581000,POINT (4.08725 51.97172)
26719,2023-01-16 00:05:34+00:00,2023-01-15 23:00:00+00:00,"[4.08825, 51.97263]",EURO,15323,219112000,POINT (4.08825 51.97263)
26720,2023-01-16 00:15:51+00:00,2023-01-15 23:00:00+00:00,"[4.04915, 51.98992]",EURO,15323,219112000,POINT (4.04915 51.98992)
26726,2023-01-16 00:35:59+00:00,2023-01-16 00:00:00+00:00,"[4.28843, 51.89798]",CHEM,15327,636017335,POINT (4.28843 51.89798)
26727,2023-01-16 01:06:04+00:00,2023-01-16 00:00:00+00:00,"[4.42322, 51.90264]",WAAL,15328,566821000,POINT (4.42322 51.90264)
26728,2023-01-16 01:11:27+00:00,2023-01-16 00:00:00+00:00,"[4.40476, 51.89937]",WAAL,15328,566821000,POINT (4.40476 51.89937)
26730,2023-01-16 01:27:05+00:00,2023-01-15 23:00:00+00:00,"[4.08786, 51.96972]",AMAZ,15330,477096300,POINT (4.08786 51.96972)
26731,2023-01-16 01:32:07+00:00,2023-01-15 23:00:00+00:00,"[4.07665, 51.97961]",AMAZ,15330,477096300,POINT (4.07665 51.97961)
26734,2023-01-16 03:08:20+00:00,2023-01-16 03:00:00+00:00,"[4.17403, 51.94184]",CKVTTI,15332,636019638,POINT (4.17403 51.94184)
26735,2023-01-16 03:38:57+00:00,2023-01-16 03:00:00+00:00,"[4.10306, 51.9732]",4PET,15333,311001054,POINT (4.10306 51.9732)
26736,2023-01-16 03:33:59+00:00,2023-01-16 03:00:00+00:00,"[4.12115, 51.96648]",4PET,15333,311001054,POINT (4.12115 51.96648)
26740,2023-01-16 04:04:15+00:00,2023-01-16 03:00:00+00:00,"[4.14318, 51.95674]",5PET,15336,241089000,POINT (4.14318 51.95674)
26741,2023-01-16 04:09:30+00:00,2023-01-16 03:00:00+00:00,"[4.12691, 51.96421]",5PET,15336,241089000,POINT (4.12691 51.96421)
26746,2023-01-16 04:44:53+00:00,2023-01-16 04:00:00+00:00,"[4.08929, 51.96685]",PET8,15339,240955000,POINT (4.08929 51.96685)
26747,2023-01-16 04:39:48+00:00,2023-01-16 04:00:00+00:00,"[4.08102, 51.9617]",PET8,15339,240955000,POINT (4.08102 51.9617)
26748,2023-01-16 05:30:12+00:00,2023-01-16 05:00:00+00:00,"[4.13968, 51.95872]",CKVTTI,15340,319446000,POINT (4.13968 51.95872)
26749,2023-01-16 05:39:59+00:00,2023-01-16 05:00:00+00:00,"[4.10075, 51.97365]",CKVTTI,15340,319446000,POINT (4.10075 51.97365)
26750,2023-01-16 06:25:53+00:00,2023-01-16 06:00:00+00:00,"[4.08907, 51.97013]",AMAZ,15341,210017000,POINT (4.08907 51.97013)
26752,2023-01-16 06:20:59+00:00,2023-01-16 05:00:00+00:00,"[4.08772, 51.96706]",AMAZ,15343,372955000,POINT (4.08772 51.96706)
26753,2023-01-16 06:15:51+00:00,2023-01-16 06:00:00+00:00,"[4.08467, 51.95813]",AMAZ,15343,372955000,POINT (4.08467 51.95813)
26774,2023-01-16 08:18:18+00:00,2023-01-16 07:00:00+00:00,"[4.09381, 51.97484]",BENE,15355,563056900,POINT (4.09381 51.97484)
26775,2023-01-16 08:18:19+00:00,2023-01-16 07:00:00+00:00,"[4.09381, 51.97484]",BENE,15355,563056900,POINT (4.09381 51.97484)
26776,2023-01-16 08:08:00+00:00,2023-01-16 08:00:00+00:00,"[4.29921, 51.89681]",BOTL,15356,636093044,POINT (4.29921 51.89681)
26777,2023-01-16 08:08:02+00:00,2023-01-16 07:00:00+00:00,"[4.29921, 51.89681]",BOTL,15356,636093044,POINT (4.29921 51.89681)
26781,2023-01-16 08:33:24+00:00,2023-01-16 08:00:00+00:00,"[4.0109, 51.97642]",ARIANE,15358,255805899,POINT (4.0109 51.97642)
26782,2023-01-16 09:24:18+00:00,2023-01-16 08:00:00+00:00,"[4.13176, 51.96206]",5PET,15359,241731000,POINT (4.13176 51.96206)
26783,2023-01-16 09:14:03+00:00,2023-01-16 08:00:00+00:00,"[4.15285, 51.95271]",5PET,15359,241731000,POINT (4.15285 51.95271)
26785,2023-01-16 10:04:33+00:00,2023-01-16 09:00:00+00:00,"[4.10041, 51.97309]",SCHEUR,15361,538009326,POINT (4.10041 51.97309)
26786,2023-01-16 10:04:45+00:00,2023-01-16 08:00:00+00:00,"[4.10041, 51.97309]",SCHEUR,15361,538009326,POINT (4.10041 51.97309)
26787,2023-01-16 10:04:44+00:00,2023-01-16 09:00:00+00:00,"[4.07525, 51.98085]",AMAZ,15362,636093140,POINT (4.07525 51.98085)
26788,2023-01-16 10:04:45+00:00,2023-01-16 09:00:00+00:00,"[4.07525, 51.98085]",AMAZ,15362,636093140,POINT (4.07525 51.98085)
26791,2023-01-16 10:39:58+00:00,2023-01-16 10:00:00+00:00,"[4.31792, 51.89527]",1PET,15364,636015074,POINT (4.31792 51.89527)
26792,2023-01-16 11:20:15+00:00,2023-01-16 10:00:00+00:00,"[4.08767, 51.97288]",EURO,15365,352870000,POINT (4.08767 51.97288)
26793,2023-01-16 11:20:15+00:00,2023-01-16 11:00:00+00:00,"[4.08767, 51.97288]",EURO,15365,352870000,POINT (4.08767 51.97288)
