device_mmsi,Lenght,Width,Type
211269090,105,11,other
244820975,10,4,sailing
538005808,183,32,tanker
244010413,86,11,other
218176000,82,11,cargo
538005617,200,35,cargo
244730134,20,5,other
257086660,100,17,tanker
538007755,199,32,cargo
232025009,90,15,cargo
211239740,110,12,other
266463000,150,23,tanker
229246000,95,13,cargo
244024175,40,8,other
215090000,105,17,tanker
244700638,110,12,other
304997000,89,12.5,cargo
245161000,37,9,other
533132279,324,60,tanker
244439109,25,6,other
477539700,275,48,tanker
255805841,141,22,cargo
244650852,80,7,other
235089934,100,17,tanker
244660695,110,12,cargo
636017445,289,46,tanker
244090781,94,18,other
636013054,243,42,tanker
538007640,180,30,cargo
211280810,99,15,tanker
244013415,10,4,other
228027700,45,12,other
235111945,29,7,other
244670012,17,4,other
244180587,67,8,other
241293000,228,40,tanker
257969000,107,17,cargo
477271100,292,45,cargo
244750679,35,7,cargo
311973000,89,14,cargo
311055400,189,28,cargo
244147194,8,3,sailing
636015670,59,9,cargo
244373806,10,4,other
244620958,110,12,other
636016933,145,24,tanker
244890221,12,4,sailing
372973000,337,46,cargo
244036975,10,7,sailing
305930000,88,11,cargo
244060008,11,3,other
245186000,95,14,cargo
205513290,85,10,cargo
564066000,144,24,tanker
205394990,110,12,tanker
244740084,14,4,sailing
636020267,229,33,cargo
269057592,110,12,other
244573138,12,4,sailing
341546000,115,16,cargo
244153239,10,3,sailing
211455370,0,0,sailing
211714770,14,4,sailing
244670842,95,10,cargo
244070288,28,8,other
244660617,80,9,other
257519000,144,23,tanker
538002561,183,27,tanker
205241970,12,4,sailing
210225000,99,14,tanker
211407710,12,4,sailing
564096000,292,45,cargo
244620893,14,4,other
226013040,105,10,other
244090897,8,3,sailing
211747180,111,12,tanker
236683000,147,22,tanker
244096000,89,13,cargo
244790559,12,4,sailing
261001261,14,4,sailing
538004552,229,32,cargo
211830010,85,10,tanker
244030952,85,10,other
219030753,12,4,sailing
538008476,183,32,tanker
244700096,35,6,other
244660878,110,12,tanker
305369000,143,22,tanker
244660813,111,13,cargo
538003550,144,22,tanker
211312180,15,5,sailing
244660265,60,7,tanker
235009956,85,15,tanker
205543790,135,18,tanker
246494000,76,10,sailing
255804460,100,18,tanker
205697210,11,4,sailing
244332000,15,4,sailing
244675000,97,14,cargo
211566720,110,10,cargo
209177000,134,22,cargo
244660004,110,11,cargo
275515000,82,12,cargo
304159000,118,15,other
244770619,11,4,sailing
566457000,148,24,tanker
244592000,40,9,other
244650878,110,12,cargo
211303380,110,12,tanker
275523000,90,13,cargo
373116000,292,45,cargo
538006765,173,33,tanker
258020760,20,6,other
244050821,12,4,sailing
244660180,110,11,cargo
244700771,86,10,other
369390000,292,33,cargo
244690030,16,4,other
209415000,107,18,tanker
244153309,11,3,sailing
246668000,117,14,cargo
477166200,180,30,cargo
304734000,88,12,cargo
244690833,12,4,sailing
244780089,10,4,sailing
211180750,85,10,other
205271270,6,2,sailing
244850108,21,7,other
219036000,399,58,cargo
249078000,249,44,tanker
304513000,134,23,cargo
244100837,12,4,other
246753000,20,6,other
246183000,40,8,other
370550000,229,32,cargo
245196000,126,19,tanker
414461000,275,48,tanker
244050237,13,4,other
244002158,110,12,cargo
211431010,0,0,sailing
218854000,333,48,cargo
308218000,90,13,cargo
205590510,9,3,other
255806248,108,18,cargo
538009800,245,42,tanker
244790051,12,4,other
244830808,65,19,other
244002399,110,14,tanker
244730090,57,9,cargo
538007571,177,28,cargo
244670114,42,9,cargo
244700980,56,7,cargo
211511790,110,11,tanker
244020738,10,4,other
215209000,190,32,cargo
245168000,30,9,other
205768710,16,5,sailing
244167000,41,8,other
255803201,334,42,cargo
244830786,10,4,other
244860122,0,0,other
255806306,27,11,other
244660716,110,12,cargo
226015420,135,12,cargo
211761710,14,4,sailing
538005804,183,32,tanker
244314784,11,3,other
538006076,250,44,tanker
304010297,85,13,cargo
314608000,80,13,cargo
477814400,330,60,tanker
244061999,0,0,other
538006546,184,27,tanker
538009322,330,60,tanker
305654000,154,24,cargo
244199229,12,4,sailing
244010725,20,4,other
245451000,101,18,cargo
566913000,182,32,tanker
248758000,399,58,cargo
244001855,36,8,other
244700877,70,9,cargo
304267000,88,13,cargo
244722443,12,3,other
211763330,11,4,sailing
270326000,80,10,other
244138978,86,10,tanker
341021000,81,11,cargo
255802940,88,15,tanker
244189235,12,4,other
255802380,89,13,cargo
244032208,9,2,other
255801690,28,13,other
244050844,87,15,cargo
244790685,32,12,other
248030000,300,49,cargo
636018613,183,32,tanker
352898691,82,11,cargo
244125484,12,4,other
226001950,72,5,cargo
538003615,120,20,tanker
636016315,184,27,tanker
244690795,49,6,cargo
205058100,135,12,cargo
215795000,182,27,tanker
244810005,13,4,sailing
310761000,269,32,cargo
244660313,127,21,other
264163410,125,11,tanker
636020985,294,32,cargo
244820334,11,4,other
265003530,10,3,sailing
205719610,12,4,other
244770702,12,4,sailing
636015657,199,32,cargo
210523000,91,19,other
244670158,85,10,tanker
636019072,250,44,other
353528000,229,32,cargo
538008190,330,60,tanker
275486000,65,11,cargo
232025845,344,54,other
244750822,110,12,other
566422000,274,48,tanker
255755000,114,15,cargo
205540190,110,12,other
244050134,11,3,sailing
305820000,49,14,other
269057282,135,12,other
636016436,280,32,cargo
244770787,10,3,sailing
244660414,110,12,tanker
244012291,110,12,tanker
244660655,135,15,other
205276970,14,4,other
538009199,250,44,tanker
371704000,190,33,cargo
244670857,86,10,cargo
205686100,12,4,sailing
310683000,183,32,tanker
244810580,16,6,other
244130911,12,4,other
477127600,292,45,cargo
244660148,70,7,cargo
477477300,228,32,cargo
218728000,60,12,cargo
209297000,89,14,cargo
244391334,0,0,sailing
215516000,93,13,tanker
244615312,14,4,sailing
219025000,160,27,tanker
244020175,10,3,sailing
244100390,12,4,sailing
244740120,11,4,sailing
244670036,85,8,other
241445000,274,48,tanker
210499000,100,17,cargo
257698000,123,16,cargo
244850156,30,14,other
244030175,57,7,cargo
211183340,86,9,cargo
232008636,33,15,other
636018975,300,50,cargo
211547860,110,12,tanker
255801770,86,12,cargo
271050642,99,16,tanker
538006761,183,32,tanker
211312210,11,4,sailing
636016698,249,44,tanker
244670222,135,12,cargo
311000338,275,48,tanker
231695000,144,23,other
244630642,12,4,other
244615994,9,3,other
244820275,9,3,sailing
244890002,14,5,other
244810765,39,7,other
244710939,18,7,other
319402000,96,16,tanker
244670290,86,11,tanker
210222000,27,9,other
229446000,179,32,tanker
211420400,15,5,sailing
244140757,105,11,cargo
232036363,183,32,tanker
477369300,333,60,tanker
244725897,12,4,sailing
219019627,10,3,sailing
246262000,43,12,other
211417530,110,12,cargo
351017000,292,45,cargo
255806196,127,20,tanker
211747720,0,12,tanker
232020953,90,15,cargo
219034000,399,58,cargo
269109340,18,5,sailing
244660930,38,6,other
244830109,85,10,tanker
215221000,398,54,cargo
244700532,26,6,other
244857000,104,16,tanker
244660657,135,17,tanker
255806314,106,15,cargo
477397800,367,48,cargo
372698000,70,12,other
477699500,292,45,cargo
205532590,110,24,cargo
249167000,300,48,cargo
205492290,110,12,cargo
244110471,18,5,other
636022076,81,20,other
538010129,183,32,tanker
230688000,250,44,tanker
244660786,67,8,cargo
255805984,140,20,cargo
244192481,10,4,other
244710451,18,5,other
244377553,85,9,cargo
232026152,17,6,sailing
311000933,177,28,cargo
244750455,50,7,cargo
244314912,135,12,cargo
232015468,95,21,other
219029265,14,4,sailing
255806463,88,14,cargo
228098060,10,3,sailing
246439000,33,9,other
538004633,333,60,tanker
248587000,295,46,tanker
244060910,13,4,other
211493570,110,11,other
205221310,10,4,other
538008923,180,28,tanker
244110281,14,4,sailing
205262190,71,9,tanker
244750678,30,5,other
244750099,73,8,tanker
211552340,14,4,sailing
244820369,110,12,other
244383007,15,4,other
244670098,135,17,other
244100451,12,4,sailing
354537000,237,32,cargo
265802960,13,4,sailing
244830544,8,3,sailing
218615000,107,18,cargo
538008962,225,48,cargo
244630115,110,14,tanker
249581000,100,15,tanker
245569000,25,8,other
538007572,177,28,cargo
244210747,17,4,other
244020550,12,4,sailing
244034245,12,4,other
311046100,190,29,cargo
244001927,90,12,cargo
370460000,292,42,cargo
235093505,141.5,24,tanker
244660006,10,3,sailing
538008785,274,50,tanker
244890929,12,4,other
244660052,135,18,tanker
211517290,110,12,other
244901000,89,13,cargo
219277000,180,32,tanker
244700443,110,11,cargo
357289000,225,32,cargo
244000906,70,7,cargo
636019270,183,32,tanker
244670576,110,11,cargo
246309000,145,26,cargo
538006806,169,26,tanker
244020015,9,3,other
229350000,170,25,tanker
240715000,274,50,tanker
244690317,108,24,other
255806187,150,26,cargo
209808000,30,10,other
244181170,11,4,sailing
314262000,78,10,cargo
244020069,12,4,other
538006249,95,16,tanker
211511420,135,12,cargo
244010769,12,5,sailing
244670899,110,11,tanker
244153037,9,3,other
253242279,135,12,other
244790535,135,12,tanker
477183800,400,59,cargo
244013251,15,5,other
244085000,100,17,tanker
244048997,67,9,other
277324000,105,16,cargo
244780954,55,7,other
250005981,120,15,cargo
244750297,9,2,other
244130228,14,4,sailing
244660663,135,11,cargo
205050000,88,13,cargo
244454000,83,13,other
255806180,133,16,cargo
211484440,110,12,tanker
636019276,190,32,cargo
255806151,125,20,tanker
244131023,40,8,other
257643000,104,16,tanker
244710968,10,3,sailing
244850418,9,3,sailing
566882000,397,51,cargo
255909640,88,14,cargo
246259000,43,12,other
219028421,183,32,tanker
244850211,105,24,cargo
245979000,15,6,other
255901270,40,8,other
236744000,147,22,tanker
538006308,274,48,tanker
244110439,20,5,other
311054400,200,32,cargo
205554490,82,11,cargo
563234000,398,51,cargo
636020520,320,54,cargo
538007275,333,60,tanker
253242513,111,13,tanker
205533090,110,24,cargo
244573129,12,4,sailing
636018189,294,32,cargo
266473000,87,13,tanker
211833710,110,12,tanker
244650495,135,15,cargo
255768000,135,14,cargo
255806347,129,20,cargo
245526000,15,4,sailing
636020584,229,32,cargo
211387230,14,4,sailing
244670490,86,10,cargo
244131516,9,3,sailing
244750760,110,12,other
227980080,0,0,sailing
211384990,86,9,tanker
244573150,12,4,other
232019269,145,33,other
257282000,93,22,other
244770143,11,4,sailing
245464000,296,38,other
205553090,135,17,tanker
244730201,51,7,other
244660588,86,9,cargo
265609320,15,6,other
636018818,145,24,tanker
258153000,90,22,other
305544000,133,23,cargo
636015859,270,42,cargo
367775000,292,32,cargo
244740574,13,4,other
244710698,110,12,cargo
244660649,86,12,tanker
220514000,106,16,tanker
244153333,11,3,sailing
244620737,135,18,other
311001024,0,0,other
351246000,400,62,cargo
244584000,173,25,cargo
219027768,11,4,sailing
244050677,12,4,other
244010511,110,12,other
636018483,199,32,cargo
244046313,12,4,other
211441150,86,10,tanker
352986146,400,62,cargo
371737000,107,18,tanker
210319000,82,11,cargo
244642000,128,15,cargo
244650759,135,11,cargo
245232000,19,6,other
244001214,110,12,cargo
245207000,24,6,other
244027751,9,3,sailing
244008328,12,4,other
548651000,145,24,tanker
257857000,90,14,cargo
255806476,151,24,cargo
244615353,0,0,other
205597930,11,4,sailing
244260564,11,3,sailing
244700275,135,11,cargo
244139723,50,7,other
244140835,32,23,other
244660339,135,11,cargo
244047386,110,12,tanker
205233000,30,10,other
244730202,50,7,cargo
244810182,12,4,sailing
305269000,90,13,cargo
636013522,293,40,cargo
244750088,50,6,cargo
352983000,304,40,cargo
211736700,14,5,other
304587000,145,18,cargo
211319420,12,4,sailing
414362000,260,32,cargo
244015457,12,4,sailing
258640000,205,32,tanker
255806442,115,15,cargo
244347000,93,14,cargo
244750515,22,4,other
205245001,14,5,sailing
256332000,180,32,tanker
255806341,144,23,tanker
244317231,105,11,cargo
538009371,183,32,tanker
244981075,14,4,other
636019173,144,24,tanker
250001268,90,14,cargo
244670101,86,10,other
636017742,157,25,tanker
636019414,225,32,cargo
257324000,277,46,tanker
256122000,106,17,tanker
244830069,13,4,other
244660651,110,12,cargo
219004341,14,4,sailing
244663833,109,12,other
244650830,86,10,cargo
244790148,86,10,tanker
244170442,51,7,cargo
305783000,87,13,cargo
244750645,87,15,cargo
308924000,83,12,cargo
244780870,25,6,other
371007000,199,32,cargo
244189874,8,3,other
564409000,182,32,tanker
244770063,183,12,cargo
244780017,7,3,other
215270000,175,31,tanker
538008201,180,28,cargo
477162800,199,32,cargo
244740772,38,8,cargo
244126447,9,3,other
244146122,12,4,sailing
253690000,147,24,tanker
244850644,12,4,sailing
248942000,52,15,other
255806201,229,32,cargo
244730803,110,12,cargo
477307400,366,48,cargo
228438700,121,22,cargo
244130101,13,4,sailing
245508000,227,32,other
244060655,12,4,sailing
227097460,80,6,other
316278000,193,27,cargo
636016275,244,42,tanker
244670068,110,12,tanker
244790787,12,4,sailing
244070000,24,6,other
477318700,304,40,cargo
244061995,0,0,other
273414670,169,24,tanker
305908000,153,24,cargo
205526390,110,14,tanker
244182930,86,14,cargo
538007140,148,24,tanker
244824000,25,8,other
244850565,75,13,other
245176000,90,12,cargo
305793000,113,19,tanker
244700705,11,4,sailing
211474230,105,10,cargo
215672000,190,32,cargo
244740135,101,12,cargo
244002804,10,4,other
244750111,36,7,other
244084000,41,7,other
244013492,14,4,other
244870724,13,4,sailing
370229000,134,21,tanker
304724000,138,21,cargo
244690365,86,10,tanker
244030093,11,4,sailing
244006000,35,12,other
244670050,135,11.5,cargo
244992032,89,19,other
244810900,40,6,cargo
244690154,55,7,cargo
246740000,27,6,other
209324000,144,23,cargo
244750327,110,10,other
247006000,90,14,tanker
244184735,12,4,sailing
244187923,11,4,other
257562000,189,27,tanker
305896000,151,24,cargo
244620859,135,17,cargo
246644000,90,14,cargo
219629000,399,60,cargo
244770976,10,4,other
244060202,13,4,sailing
229595000,152,24,cargo
249475000,512,17,tanker
244376000,111,14,cargo
352071000,292,45,cargo
211550390,85,10,tanker
205262830,11,4,other
244650985,112,13,cargo
244670062,135,13,other
211292180,11,4,sailing
244790539,19,5,other
304058000,90,14,cargo
245121000,80,9,other
245871000,95,13,cargo
257205000,122,22,cargo
305979000,158,23,cargo
244700415,86,10,other
245427000,32,12,other
244030542,10,3,sailing
215178000,128,20,tanker
477745700,199,32,cargo
241197000,292,45,cargo
244004987,12,4,other
244090344,48,24,other
311516000,160,43,other
244615402,11,3,other
219018765,399,60,cargo
636019851,229,32,cargo
244700334,35,7,other
244660333,86,12,other
241231000,183,32,tanker
235021064,12,4,sailing
244780409,20,10,other
244250544,11,4,sailing
538006600,229,32,cargo
265026640,10,4,sailing
257074260,14,4,other
205493010,12,4,sailing
250004214,87,15,cargo
244790929,8,3,other
244820300,11,4,other
205393890,135,12,cargo
563154700,199,32,cargo
244700830,86,11,tanker
244660039,58,7,cargo
209761000,229,32,cargo
244128772,15,5,other
244009574,11,4,sailing
563097900,180,32,tanker
244013268,7,2,other
211293720,11,4,sailing
548972000,146,24,tanker
244030348,0,0,sailing
257504740,14,4,sailing
538006613,336,60,tanker
244110397,86,12,tanker
218063000,336,43,cargo
244870642,11,4,sailing
354269000,160,27,tanker
538008522,183,32,tanker
211487500,110,13,tanker
219415000,183,32,tanker
211594440,85,10,tanker
244140653,44,8,cargo
244670130,73,8,cargo
205362800,20,5,sailing
249293000,117,21,tanker
244690698,9,3,sailing
244890219,22,6,other
244700468,82,9,tanker
248976000,100,18,tanker
244130112,11,3,other
245420000,20,7,other
244620891,14,4,sailing
211217320,105.5,9.5,cargo
246293000,184,27,cargo
244037059,67,9,other
352870000,300,40,cargo
636020230,180,32,cargo
244630154,42,8,other
244750984,20,5,sailing
244733553,105,10,cargo
244670674,110,12,other
211306400,0,0,sailing
244770538,12,4,sailing
244650354,12,4,sailing
244012370,18,5,other
256177000,124,17,tanker
244180231,14,4,sailing
205521990,110,12,tanker
244820650,17,9,cargo
244012807,11,3,sailing
244650753,110,12,tanker
205529990,135,12,cargo
244170721,21,5,other
210017000,151,24,cargo
373953000,183,32,tanker
244730249,10,3,sailing
311000686,330,60,tanker
257645350,11,4,sailing
246684000,88,13,cargo
211464390,110,12,tanker
219031111,130,20,tanker
205662730,13,4,sailing
244650807,135,15,tanker
215481000,120,17,tanker
244820996,85,10,other
241388000,147,22,tanker
275528000,90,14,cargo
244071666,14,4,sailing
205509590,0,12,tanker
244650050,15,4,other
257344000,294,46,tanker
235083497,20,5,other
403640000,183,35,tanker
249605000,175,26,cargo
244740112,12,4,sailing
244929638,6,2,other
244730797,10,3,sailing
244131439,135,18,tanker
477739700,225,32,cargo
244670441,86,10,cargo
211862800,10,3,other
257651000,121,22,other
538009556,229,32,cargo
314216000,100,13,cargo
244070701,12,2,other
246970000,130,22,tanker
211836280,85,10,tanker
244271000,89,13,cargo
636021561,336,60,tanker
209950000,85,13,cargo
244780508,12,4,sailing
244170514,10,4,other
244700994,24,5,cargo
228397600,400,62,cargo
244153312,11,4,sailing
244830895,9,3,other
246064000,83,13,cargo
253242377,86,12,tanker
477942600,229,32,cargo
219016955,17,4,sailing
244690960,11,3,other
244670653,15,5,other
226000920,89,9,other
311031800,94,20,cargo
205133000,38,8,other
246564000,35,12,other
244660403,16,5,other
219024550,91,12,tanker
244730701,13,4,other
219303000,183,32,tanker
244710971,135,15,cargo
257114000,95,14,cargo
636018663,145,24,tanker
306009000,217,45,cargo
211494310,11,4,sailing
235055168,26,11,other
203104200,10,4,sailing
563076200,292,32,cargo
205334390,86,10,tanker
538008835,172,27,cargo
244670831,86,11,tanker
244556412,0,0,other
258714000,89,14,tanker
311054500,229,32,cargo
244740576,110,12,tanker
211284480,10,4,sailing
244740160,85,9,other
374305000,292,45,cargo
244060677,80,9,cargo
311000943,70,12,other
244650994,11,4,other
244730000,173,25,cargo
211779000,300,40,cargo
229842000,294,32,cargo
244011517,110,11,cargo
244210466,12,4,sailing
244250335,10,3,other
538002778,195,32,tanker
244810108,26,11,other
229361000,292,45,cargo
245921000,80,12,cargo
211825400,8,2,sailing
563162200,250,44,tanker
255806031,330,48,cargo
246338000,20,5,other
211651280,15,4,other
244660002,110,12,cargo
246606000,88,13,cargo
244137310,135,15,other
244660175,135,12,cargo
244710021,20,3,other
211391580,12,4,sailing
215564000,179,28,cargo
211169550,110,10,other
244660402,80,9,cargo
563015000,249,44,tanker
244710160,55,8,cargo
538005216,225,32,cargo
205506690,110,12,other
244670398,63,8,cargo
244750888,37,10,other
244008360,0,0,sailing
229536000,101,15,cargo
538005464,190,32,cargo
244710388,67,9,cargo
311027400,248,44,tanker
241502000,274,48,tanker
244050666,21,7,other
226012250,110,12,cargo
538008313,333,60,tanker
538006769,252,44,tanker
205435990,125,11,tanker
224091000,31,11,other
211811520,11,3,sailing
636016696,229,42,tanker
244700239,0,1,other
235103057,257,43,tanker
244700229,110,11,other
248374000,128,20,tanker
246174000,100,17,cargo
244104744,9,3,other
305957000,144,23,cargo
256728000,185,30,cargo
538006431,229,32,cargo
211798720,13,4,sailing
244020543,100,11,tanker
219077000,300,42,cargo
248728000,194,32,cargo
305498000,32,12,other
305410000,140,22,cargo
403516000,229,32,cargo
244002001,172,12,cargo
538005844,368,51,cargo
246288000,30,7,other
244182595,12,4,sailing
636017346,275,37,cargo
205456930,13,4,sailing
244690454,35,7,tanker
211615250,11,3,sailing
244100812,12,4,sailing
244670301,25,5,other
244165000,25,6,other
538008877,295,46,tanker
249210000,115,18,tanker
244700796,67,6,other
370153000,183,32,tanker
255806146,106,17,tanker
244700764,30,6,other
244001926,16,5,sailing
244370649,12,4,other
211536060,16,5,sailing
244001596,135,13,tanker
211826060,15,5,sailing
244700688,110,14,tanker
244183000,36,6,other
244630998,10,4,sailing
304010685,82,11,cargo
244129062,0,0,other
538010210,184,28,tanker
244660393,86,12,tanker
249126000,115,18,tanker
244890788,13,4,sailing
232013925,88,12,cargo
244790836,10,5,other
235008789,14,0,sailing
548994000,146,24,tanker
636017726,398,59,cargo
538008708,169,25,tanker
636017836,182,32,tanker
244070232,14,4,other
205257090,110,14,tanker
249119000,227,24,other
244690429,110,10,cargo
538009688,183,32,tanker
244710707,55,7,cargo
244650812,86,12,tanker
244150561,9,3,other
245418000,25,6,other
244670439,70,8,cargo
244700794,135,12,tanker
244750338,17,4,other
566796000,398,51,cargo
244630178,112,12,other
244670810,62,7,cargo
253242440,110,12,tanker
636019196,289,45,cargo
244690853,17,5,other
212746000,88,12,cargo
566762000,183,35,tanker
244670545,80,9,other
211822470,110,12,tanker
538003601,275,48,tanker
211229240,15,4,other
244710918,25,10,other
256764000,162,23,tanker
416070000,400,62,cargo
314438000,90,12,cargo
253242337,136,18,tanker
244779000,41,9,other
205537490,85,8,cargo
229846000,200,32,cargo
244620953,120,11,tanker
244070927,43,10,other
247010640,0,0,other
244005775,12,4,sailing
269057528,59,10,cargo
244650279,67,8,cargo
548843000,146,24,tanker
219102000,333,48,cargo
244730551,12,4,sailing
244810053,10,3,other
244051000,24,7,cargo
257550000,129,20,tanker
245020000,143,19,cargo
209332000,90,12,cargo
244860318,12,4,other
244620081,11,4,other
244690563,125,12,tanker
205539090,80,8,cargo
244250989,10,3,sailing
244270429,13,4,other
577402000,27,6,sailing
564398000,223,32,cargo
244395523,10,3,other
259778000,88,19,cargo
305885000,125,22,cargo
205085300,135,15,tanker
205848910,10,3,sailing
273339540,90,14,cargo
244717904,189.5,23.5,cargo
244150610,70,10,other
215487000,180,32,tanker
244177305,15,4,other
636020350,299,42,cargo
244700631,135,14,cargo
538008333,274,48,tanker
244830646,18,4,other
250005461,149,19,cargo
356407000,336,46,cargo
244139567,110,12,other
244201665,14,4,other
636093048,187,28,cargo
244700606,56,13,other
244002150,15,4,other
244236641,73,9,cargo
244620940,110,12,other
212115000,90,20,other
248020000,250,44,tanker
538008855,292,45,cargo
255801280,120,18,tanker
211387980,11,3,sailing
244870805,0,0,other
211741410,86,10,other
244780048,73,9,other
244153211,10,3,sailing
271040601,100,16,tanker
244690441,70,7,cargo
244000889,7,3,other
211235880,151,20,cargo
265007000,150,23,tanker
351373000,134,20,cargo
244660536,110,12,cargo
244750032,7,2,other
319963000,183,32,tanker
352328000,177,28,cargo
244030567,11,3,sailing
244790816,18,5,other
538008960,68,52,cargo
205260090,107,12,tanker
244059346,110,12,tanker
244750309,110,12,other
244770241,62,10,cargo
244044806,10,3,sailing
266464000,120,19,tanker
244026060,16,6,other
244532000,59,12,other
248189000,234,35,cargo
375809000,28,10,other
244700542,50,6,cargo
538008876,295,46,tanker
205011000,89,12,cargo
244620717,12,4,other
354196000,179,29,cargo
211511750,110,12,tanker
244660328,135,12,tanker
244750185,110,12,cargo
235090202,25,9,other
244850484,9,3,sailing
211439380,110,11,tanker
244730862,135,12,cargo
232038669,86,18,other
244690238,11,4,sailing
636017839,183,28,tanker
355586000,175,29,cargo
244250725,13,4,other
256714000,129,20,tanker
211511840,110,11,tanker
244660017,84,9,cargo
311938000,90,14,cargo
244620935,135,12,cargo
244024858,11,4,sailing
244650909,86,8,other
244092363,12,4,sailing
244750714,18,5,other
244740201,83,9,cargo
218400000,366,51,cargo
259096000,144,24,tanker
244700414,86,11,tanker
228394900,400,62,cargo
244630814,110,14,tanker
244048153,86,10,tanker
244780976,22,5,other
244860245,14,4,other
245795000,24,6,other
244690747,110,12,other
244750890,12,3,other
244850069,12,3,other
244660694,50,7,cargo
370277000,300,50,cargo
244700312,135,12,cargo
636019179,147,24,tanker
257590670,12,4,sailing
244650896,110,12,cargo
244613000,82,12,cargo
311072000,244,42,tanker
244015082,12,4,other
538010209,184,27,tanker
244615718,30,16,cargo
211510800,111,11,tanker
244670411,110,11,other
244020482,49,6,other
244092415,14,4,other
373449000,299,50,cargo
374539000,229,32,cargo
244020375,11,3,sailing
244070112,110,12,tanker
244285000,100,11,tanker
244376425,110,12,tanker
636017738,292,45,cargo
244690332,86,13,tanker
304369000,90,13,cargo
205103000,88,13,cargo
255806120,148,21,cargo
244313857,12,4,other
245257000,86,11,cargo
244630978,10,4,sailing
205390930,12,4,sailing
477454500,183,32,tanker
245271000,89,13,cargo
244180642,11,4,other
244770339,15,5,other
244138386,110,12,tanker
244010253,193,23,cargo
244710578,55,9,other
244988628,10,4,other
477737600,368,51,cargo
305610000,149,24,cargo
211202460,118,25,other
244250837,12,3,other
244032000,37,7,other
244750993,15,5,other
244100621,80,9,cargo
244620939,110,12,cargo
211510920,109,11,tanker
538009683,228,32,tanker
244654000,5,2,other
253068000,180,30,cargo
353052000,150,25,tanker
511100734,87,11,cargo
636017537,399,54,cargo
511100713,35,10,other
244670071,13,4,sailing
244690956,86,10,other
205546090,135,12,cargo
244830991,11,4,other
245513000,89,12,cargo
244030605,12,4,sailing
538003323,129,20,tanker
228403700,190,31,cargo
238233000,281,48,tanker
636019738,330,60,tanker
249110002,14,4,other
244630456,12,4,other
244378625,0,0,other
308874000,89,13,cargo
205490890,110,12,tanker
244650780,12,4,other
244660720,110,12,tanker
244014770,14,4,other
205061200,12,4,sailing
244700985,86,9,cargo
244790522,100,17,tanker
305575000,158,23,cargo
636017490,144,24,tanker
244660258,50,7,cargo
244700523,80,9,other
244660201,105,12,cargo
229774000,275,48,tanker
371949000,90,14,cargo
538007100,199,32,cargo
244670712,39,5,other
548950000,229,32,cargo
244050299,12,4,other
269057637,85,10,cargo
244780024,100,12,cargo
205543990,85,9,other
371829000,399,59,cargo
563028800,180,28,tanker
244082008,110,12,tanker
357463000,399,59,cargo
244615209,11,3,sailing
211368460,110,12,other
244371631,9,3,sailing
253242498,107,12,tanker
636016852,230,32,cargo
211301530,12,4,sailing
211169640,86,10,cargo
244010943,14,4,other
229276000,190,28,cargo
255805988,99,12,cargo
244710870,86,10,other
246215000,118,16,cargo
211480480,8,3,other
244690569,86,10,cargo
244660010,14,4,other
244660299,135,12,cargo
538006547,184,27,tanker
244790188,12,4,other
244730565,86,10,tanker
244615155,12,4,other
244650664,135,12,other
205401290,110,12,tanker
244396620,0,0,sailing
244810651,14,5,other
255806495,300,48,cargo
246329000,45,8,other
374129000,180,28,tanker
636021551,183,27,tanker
244170067,55,7,cargo
636092041,230,38,cargo
354744000,337,46,cargo
256054000,180,30,cargo
218005000,82,11,cargo
219426000,100,15,tanker
353456000,148,23,tanker
244690083,11,3,sailing
211469260,100,10,other
246295000,100,11,tanker
244470000,42,8,other
244016571,10,4,other
211156670,11,4,other
311040500,109,18,cargo
211618090,105,11,cargo
244660670,63,8,cargo
211350120,11,3,sailing
265662360,14,4,sailing
244050043,14,5,other
244670265,80,10,cargo
211346450,10,4,sailing
636018271,199,32,cargo
244700326,122,14,tanker
538004976,281,44,tanker
255806256,178,28,cargo
538008573,189,32,cargo
244270889,15,4,other
211837640,0,0,sailing
244670015,0,0,cargo
636015281,182,32,tanker
211496390,110,12,tanker
538003277,144,21,tanker
244707000,143,19,cargo
256002506,19,5,other
240547000,249,44,tanker
246517000,25,12,other
636018991,300,50,cargo
244729033,13,2,sailing
244042248,8,4,other
244670692,55,7.5,cargo
244750448,110,12,tanker
244057405,10,3,other
244790798,14,4,sailing
244180200,11,4,other
211319080,13,4,sailing
212748000,170,27,cargo
244620786,14,4,other
244670312,110,12,other
224176720,18,5,other
244694000,90,15,cargo
211624830,11,3,other
244110971,12,4,sailing
244040202,10,3,other
244650537,136,12,other
255805661,262,32,cargo
636019673,300,40,cargo
244030857,86,12,tanker
636092682,306,40,cargo
636020332,366,51,cargo
211805530,187,17.5,cargo
304343000,147,23,cargo
209387000,214,34,tanker
244050819,14,4,sailing
244180490,14,4,other
244620000,22,6,other
209850000,140,22,cargo
371753000,366,52,cargo
248721000,186,24,cargo
432716000,199,32,cargo
311034400,88,12,cargo
244140335,13,7,other
244100281,11,3,sailing
244730818,110,12,cargo
211181370,186,12,other
244690343,10,4,sailing
205718210,0,0,sailing
304027000,37,14,other
244670566,86,11,other
538008526,183,32,tanker
244378500,12,4,other
211615870,9,3,sailing
538008887,160,25,tanker
244730016,110,12,tanker
